,songs,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
788,Photograph,Ed Sheeran,Top Songs of 2022: New Zealand,0.718,0.379,4.0,-10.48,1.0,0.0359,0.607,0.000472,0.0986,0.22,108.033,258987.0,1.0
789,Believer,Imagine Dragons,Top Songs of 2022: New Zealand,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,204347.0,84.0
790,When We Were Young,Adele,Top Songs of 2022: New Zealand,0.376,0.595,3.0,-5.936,1.0,0.0496,0.303,0.0,0.095,0.265,144.361,290900.0,71.0
791,One Right Now,"Post Malone, The Weeknd",Top Songs of 2022: New Zealand,0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,193507.0,75.0
792,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2022: New Zealand,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
793,Youngblood,5 Seconds of Summer,Top Songs of 2022: New Zealand,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,77.0
794,Sex On Fire,Kings of Leon,Top Songs of 2022: New Zealand,0.542,0.905,9.0,-5.653,1.0,0.054,0.00172,0.0104,0.136,0.374,153.398,203347.0,78.0
796,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2022: New Zealand,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,137704.0,77.0
797,Rolling in the Deep,Adele,Top Songs of 2022: New Zealand,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0,76.0
798,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",Top Songs of 2022: New Zealand,0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680.0,74.0
799,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2019: Australia,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
800,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2019: Australia,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
801,Without Me,Halsey,Top Songs of 2019: Australia,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661.0,78.0
802,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2019: Australia,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
803,Dance Monkey,Tones And I,Top Songs of 2019: Australia,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
804,Sweet but Psycho,Ava Max,Top Songs of 2019: Australia,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,187436.0,77.0
805,bad guy,Billie Eilish,Top Songs of 2019: Australia,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
806,Body (feat. brando),Loud Luxury,Top Songs of 2019: Australia,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,162947.0,16.0
807,Happier,"Marshmello, Bastille",Top Songs of 2019: Australia,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,214290.0,79.0
808,"thank u, next",Ariana Grande,Top Songs of 2019: Australia,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,207320.0,78.0
809,Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,Top Songs of 2019: Australia,0.881,0.58,6.0,-5.613,1.0,0.108,0.0529,0.0,0.11,0.62,136.055,155387.0,17.0
810,Shotgun,George Ezra,Top Songs of 2019: Australia,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,73.0
811,3 Nights,Dominic Fike,Top Songs of 2019: Australia,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,177667.0,71.0
812,7 rings,Ariana Grande,Top Songs of 2019: Australia,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,178627.0,81.0
813,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2019: Australia,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947.0,0.0
814,Wow.,Post Malone,Top Songs of 2019: Australia,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547.0,78.0
815,Be Alright,Dean Lewis,Top Songs of 2019: Australia,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,75.0
816,Better,Khalid,Top Songs of 2019: Australia,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,74.0
817,Someone You Loved,Lewis Capaldi,Top Songs of 2019: Australia,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
818,Dancing With A Stranger,"Sam Smith, Normani",Top Songs of 2019: Australia,0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030.0,72.0
819,Youngblood,5 Seconds of Summer,Top Songs of 2019: Australia,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,77.0
820,SICKO MODE,Travis Scott,Top Songs of 2019: Australia,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,312820.0,79.0
821,Señorita,"Shawn Mendes, Camila Cabello",Top Songs of 2019: Australia,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800.0,77.0
822,Sucker,Jonas Brothers,Top Songs of 2019: Australia,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027.0,77.0
823,Woke Up Late (feat. Hailee Steinfeld),Drax Project,Top Songs of 2019: Australia,0.698,0.66,2.0,-5.429,0.0,0.083,0.043,0.0,0.186,0.351,119.214,181827.0,53.0
824,Waiting,KIAN,Top Songs of 2019: Australia,0.786,0.467,4.0,-7.694,0.0,0.0446,0.291,0.0,0.0636,0.46,138.041,215653.0,43.0
825,when the party's over,Billie Eilish,Top Songs of 2019: Australia,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,80.0
826,Piece Of Your Heart,"Meduza, Goodboys",Top Songs of 2019: Australia,0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913.0,73.0
827,Let You Love Me,Rita Ora,Top Songs of 2019: Australia,0.474,0.846,10.0,-3.344,1.0,0.287,0.277,0.0,0.0824,0.452,96.335,191120.0,0.0
829,Talk,Khalid,Top Songs of 2019: Australia,0.9,0.4,0.0,-8.575,1.0,0.127,0.0516,0.0,0.0599,0.346,135.984,197573.0,67.0
830,Old Town Road,Lil Nas X,Top Songs of 2019: Australia,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0,74.0
831,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,Top Songs of 2019: Australia,0.607,0.942,10.0,-3.876,0.0,0.0857,0.000428,4.53e-05,0.111,0.164,150.074,207693.0,43.0
832,bury a friend,Billie Eilish,Top Songs of 2019: Australia,0.887,0.388,8.0,-14.505,1.0,0.349,0.739,0.143,0.106,0.205,120.035,193143.0,0.0
833,Leave a Light On,Tom Walker,Top Songs of 2019: Australia,0.586,0.624,5.0,-5.946,1.0,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863.0,67.0
834,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Top Songs of 2019: Australia,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467.0,77.0
837,Promises,"Calvin Harris, Sam Smith",Top Songs of 2019: Australia,0.781,0.768,11.0,-5.991,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309.0,73.0
838,Bad Liar,Imagine Dragons,Top Songs of 2019: Australia,0.383,0.637,3.0,-6.993,1.0,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773.0,76.0
839,Girls Like You (feat. Cardi B),Maroon 5,Top Songs of 2019: Australia,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,235545.0,62.0
840,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2019: Australia,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,197867.0,70.0
841,7 Minutes,Dean Lewis,Top Songs of 2019: Australia,0.614,0.739,10.0,-6.478,1.0,0.0314,0.526,0.0,0.149,0.711,104.955,211453.0,1.0
842,One Thing Right,"Marshmello, Kane Brown",Top Songs of 2019: Australia,0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,181824.0,69.0
843,Johnny Run Away,Tones And I,Top Songs of 2019: Australia,0.8,0.538,2.0,-4.775,1.0,0.0617,0.642,1.23e-06,0.107,0.581,92.451,192346.0,42.0
844,Mess Her Up (Single Edit),Amy Shark,Top Songs of 2019: Australia,0.605,0.816,7.0,-4.475,1.0,0.0432,0.0363,0.000744,0.125,0.285,160.05,205671.0,40.0
845,The Git Up,Blanco Brown,Top Songs of 2019: Australia,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,200594.0,64.0
846,I Said Hi,Amy Shark,Top Songs of 2019: Australia,0.393,0.855,6.0,-4.329,1.0,0.122,0.00469,0.0,0.0735,0.328,74.304,170413.0,52.0
847,1999,"Charli XCX, Troye Sivan",Top Songs of 2019: Australia,0.741,0.743,7.0,-4.586,1.0,0.0328,0.0224,1.23e-06,0.229,0.658,124.014,189000.0,0.0
848,Better Now,Post Malone,Top Songs of 2019: Australia,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,231267.0,77.0
849,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Top Songs of 2019: Australia,0.746,0.787,4.0,-6.373,1.0,0.12,0.214,0.0,0.0669,0.607,95.005,206187.0,59.0
850,Choir,Guy Sebastian,Top Songs of 2019: Australia,0.643,0.687,5.0,-3.65,1.0,0.0634,0.0703,0.0,0.0846,0.612,86.992,173437.0,50.0
851,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",Top Songs of 2019: Australia,0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,226733.0,67.0
852,Love Someone,Lukas Graham,Top Songs of 2019: Australia,0.538,0.409,9.0,-6.581,0.0,0.0505,0.172,0.0,0.11,0.265,171.838,205440.0,67.0
853,High Hopes,Panic! At the Disco,Top Songs of 2019: Australia,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,190947.0,78.0
854,Good Lord,Birds of Tokyo,Top Songs of 2019: Australia,0.533,0.695,0.0,-4.819,1.0,0.0492,0.00539,0.0,0.236,0.216,155.964,205387.0,30.0
855,You Need To Calm Down,Taylor Swift,Top Songs of 2019: Australia,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360.0,73.0
857,lovely,"Billie Eilish, Khalid",Top Songs of 2019: Australia,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,85.0
858,Going Bad (feat. Drake),Meek Mill,Top Songs of 2019: Australia,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,75.0
859,"break up with your girlfriend, i'm bored",Ariana Grande,Top Songs of 2019: Australia,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440.0,74.0
860,Goodbyes (feat. Young Thug),Post Malone,Top Songs of 2019: Australia,0.548,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.103,0.163,150.068,174853.0,76.0
861,Leave Me Lonely,Hilltop Hoods,Top Songs of 2019: Australia,0.763,0.874,0.0,-5.792,0.0,0.0564,0.27,0.0,0.159,0.755,131.038,194773.0,56.0
862,If I Can't Have You,Shawn Mendes,Top Songs of 2019: Australia,0.691,0.823,2.0,-4.197,1.0,0.0623,0.487,0.0,0.134,0.87,123.935,191467.0,70.0
863,No Guidance (feat. Drake),Chris Brown,Top Songs of 2019: Australia,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,260640.0,75.0
864,Saturday Nights,Khalid,Top Songs of 2019: Australia,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667.0,66.0
865,Shape of You,Ed Sheeran,Top Songs of 2019: Australia,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
866,It's You,Ali Gatie,Top Songs of 2019: Australia,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,212607.0,75.0
868,Always Remember Us This Way,Lady Gaga,Top Songs of 2019: Australia,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,210200.0,78.0
869,Walk Me Home,P!nk,Top Songs of 2019: Australia,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0507,0.0,0.179,0.432,88.039,177391.0,63.0
870,SOS (feat. Aloe Blacc),Avicii,Top Songs of 2019: Australia,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,157202.0,69.0
871,Giant,"Calvin Harris, Rag'n'Bone Man",Top Songs of 2019: Australia,0.807,0.887,1.0,-4.311,0.0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184.0,69.0
872,Day Drunk,Morgan Evans,Top Songs of 2019: Australia,0.647,0.754,10.0,-5.446,1.0,0.0378,0.015,0.0,0.0684,0.755,97.005,194898.0,56.0
873,ZEZE (feat. Travis Scott & Offset),Kodak Black,Top Songs of 2019: Australia,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760.0,73.0
874,Nevermind,Dennis Lloyd,Top Songs of 2019: Australia,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600.0,71.0
875,Stay Awake,Dean Lewis,Top Songs of 2019: Australia,0.723,0.829,11.0,-7.123,0.0,0.0453,0.337,3.47e-05,0.0931,0.582,106.023,185400.0,59.0
876,Never Seen the Rain,Tones And I,Top Songs of 2019: Australia,0.742,0.464,6.0,-5.624,0.0,0.0318,0.425,0.0,0.284,0.281,92.107,200742.0,0.0
877,I Like It,"Cardi B, Bad Bunny, J Balvin",Top Songs of 2019: Australia,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,253390.0,75.0
878,ocean eyes,Billie Eilish,Top Songs of 2019: Australia,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,200379.0,76.0
879,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Top Songs of 2019: Australia,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162,193000.0,73.0
880,Taste (feat. Offset),Tyga,Top Songs of 2019: Australia,0.884,0.559,0.0,-7.442,1.0,0.12,0.0236,0.0,0.101,0.342,97.994,232959.0,68.0
881,Bohemian Rhapsody,Queen,Top Songs of 2019: Australia,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,354320.0,69.0
882,Truth Hurts,Lizzo,Top Songs of 2019: Australia,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0,72.0
884,Never Really Over,Katy Perry,Top Songs of 2019: Australia,0.77,0.882,8.0,-4.792,1.0,0.0602,0.194,0.0,0.316,0.385,99.991,223523.0,67.0
885,Fire,Peking Duk,Top Songs of 2019: Australia,0.679,0.69,1.0,-2.744,0.0,0.054,0.0256,8.92e-06,0.07,0.648,99.949,226350.0,51.0
886,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2019: Australia,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467.0,72.0
887,rockstar (feat. 21 Savage),Post Malone,Top Songs of 2019: Australia,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147.0,81.0
888,I Fall Apart,Post Malone,Top Songs of 2019: Australia,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,77.0
889,MIDDLE CHILD,J. Cole,Top Songs of 2019: Australia,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0,78.0
890,Rewrite the Stars,"James Arthur, Anne-Marie",Top Songs of 2019: Australia,0.67,0.743,10.0,-4.993,1.0,0.0393,0.237,0.0,0.465,0.571,125.944,218293.0,72.0
891,Thunder,Imagine Dragons,Top Songs of 2019: Australia,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,81.0
892,Rescue Me,OneRepublic,Top Songs of 2019: Australia,0.759,0.605,7.0,-7.737,1.0,0.0433,0.156,0.0,0.694,0.64,121.049,158900.0,66.0
893,I Wanna Know (feat. Bea Miller),NOTD,Top Songs of 2019: Australia,0.661,0.725,6.0,-4.859,1.0,0.0563,0.0253,0.0,0.123,0.605,119.927,197939.0,62.0
894,Swervin (feat. 6ix9ine),A Boogie wit da Hoodie,Top Songs of 2019: Australia,0.581,0.662,9.0,-5.239,1.0,0.303,0.0153,0.0,0.111,0.434,93.023,189487.0,70.0
895,Lost in Japan (Remix),"Shawn Mendes, Zedd",Top Songs of 2019: Australia,0.706,0.855,10.0,-5.377,1.0,0.215,0.0911,0.0,0.347,0.293,107.184,201253.0,56.0
897,How Do You Sleep?,Sam Smith,Top Songs of 2019: Australia,0.477,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205.0,70.0
898,Tequila,Dan + Shay,Top Songs of 2019: Australia,0.489,0.581,11.0,-5.731,1.0,0.0281,0.0312,0.0,0.132,0.494,86.016,196747.0,66.0
899,Dance Monkey,Tones And I,Top Songs of 2020: Australia,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
900,Blinding Lights,The Weeknd,Top Songs of 2020: Australia,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,87.0
901,Don't Start Now,Dua Lipa,Top Songs of 2020: Australia,0.726,0.588,4.0,-12.406,0.0,0.0569,0.00168,0.00814,0.0809,0.673,114.988,267253.0,34.0
902,Circles,Post Malone,Top Songs of 2020: Australia,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,82.0
903,Ride It,Regard,Top Songs of 2020: Australia,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,76.0
904,Roses (Imanbek Remix),SAINt JHN,Top Songs of 2020: Australia,0.769,0.719,8.0,-5.472,1.0,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867.0,63.0
905,Memories,Maroon 5,Top Songs of 2020: Australia,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,82.0
906,Before You Go,Lewis Capaldi,Top Songs of 2020: Australia,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,215107.0,80.0
907,Never Seen the Rain,Tones And I,Top Songs of 2020: Australia,0.742,0.464,6.0,-5.624,0.0,0.0318,0.425,0.0,0.284,0.281,92.107,200742.0,0.0
908,Someone You Loved,Lewis Capaldi,Top Songs of 2020: Australia,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
910,You should be sad,Halsey,Top Songs of 2020: Australia,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,205473.0,69.0
911,Adore You,Harry Styles,Top Songs of 2020: Australia,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0,81.0
912,Watermelon Sugar,Harry Styles,Top Songs of 2020: Australia,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,85.0
913,bad guy,Billie Eilish,Top Songs of 2020: Australia,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
914,Intentions (feat. Quavo),Justin Bieber,Top Songs of 2020: Australia,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0,72.0
915,ROXANNE,Arizona Zervas,Top Songs of 2020: Australia,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,163636.0,74.0
916,One Thing Right,"Marshmello, Kane Brown",Top Songs of 2020: Australia,0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,181824.0,69.0
917,Castles,Freya Ridings,Top Songs of 2020: Australia,0.672,0.752,4.0,-4.866,1.0,0.0843,0.0046,0.00047,0.056,0.429,116.945,211843.0,57.0
918,everything i wanted,Billie Eilish,Top Songs of 2020: Australia,0.704,0.225,6.0,-14.454,0.0,0.0994,0.902,0.657,0.106,0.243,120.006,245426.0,80.0
919,ROCKSTAR (feat. Roddy Ricch),DaBaby,Top Songs of 2020: Australia,0.746,0.69,11.0,-7.956,1.0,0.164,0.247,0.0,0.101,0.497,89.977,181733.0,75.0
920,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2020: Australia,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467.0,72.0
921,Post Malone (feat. RANI),Sam Feldt,Top Songs of 2020: Australia,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,174444.0,63.0
922,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2020: Australia,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
923,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,Top Songs of 2020: Australia,0.668,0.892,5.0,-3.001,0.0,0.0645,0.298,0.0,0.735,0.478,95.927,159011.0,61.0
924,The Box,Roddy Ricch,Top Songs of 2020: Australia,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,196653.0,78.0
925,"10,000 Hours","Dan + Shay, Justin Bieber",Top Songs of 2020: Australia,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,167693.0,73.0
926,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2020: Australia,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
927,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2020: Australia,0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,171375.0,72.0
928,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2020: Australia,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947.0,0.0
929,Lose You to Love Me,Selena Gomez,Top Songs of 2020: Australia,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,77.0
930,Señorita,"Shawn Mendes, Camila Cabello",Top Songs of 2020: Australia,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800.0,77.0
931,Piece Of Your Heart,"Meduza, Goodboys",Top Songs of 2020: Australia,0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913.0,73.0
932,Say So,Doja Cat,Top Songs of 2020: Australia,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893.0,75.0
933,Physical,Dua Lipa,Top Songs of 2020: Australia,0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829.0,0.0
934,Graveyard,Halsey,Top Songs of 2020: Australia,0.667,0.583,11.0,-5.127,0.0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806.0,64.0
935,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2020: Australia,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,197867.0,70.0
936,Woke Up Late (feat. Hailee Steinfeld),Drax Project,Top Songs of 2020: Australia,0.698,0.66,2.0,-5.429,0.0,0.083,0.043,0.0,0.186,0.351,119.214,181827.0,53.0
937,Glitter,BENEE,Top Songs of 2020: Australia,0.801,0.589,7.0,-5.157,1.0,0.0485,0.0863,0.0,0.162,0.58,116.934,180147.0,62.0
938,Supalonely (feat. Gus Dapperton),BENEE,Top Songs of 2020: Australia,0.862,0.631,7.0,-4.746,1.0,0.0515,0.291,0.000209,0.123,0.841,128.978,223488.0,58.0
939,Breaking Me,"Topic, A7S",Top Songs of 2020: Australia,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,73.0
940,Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,Top Songs of 2020: Australia,0.881,0.58,6.0,-5.613,1.0,0.108,0.0529,0.0,0.11,0.62,136.055,155387.0,17.0
941,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2020: Australia,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
942,HIGHEST IN THE ROOM,Travis Scott,Top Songs of 2020: Australia,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721.0,78.0
943,Choir,Guy Sebastian,Top Songs of 2020: Australia,0.643,0.687,5.0,-3.65,1.0,0.0634,0.0703,0.0,0.0846,0.612,86.992,173437.0,50.0
944,Know Your Worth,"Khalid, Disclosure",Top Songs of 2020: Australia,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436.0,65.0
945,This City,Sam Fischer,Top Songs of 2020: Australia,0.605,0.377,11.0,-6.213,1.0,0.0443,0.733,0.0,0.0808,0.519,73.877,194853.0,73.0
946,Falling,Trevor Daniel,Top Songs of 2020: Australia,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382.0,75.0
947,Lose Control,"Meduza, Becky Hill, Goodboys",Top Songs of 2020: Australia,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,168387.0,73.0
948,Break My Heart,Dua Lipa,Top Songs of 2020: Australia,0.73,0.729,4.0,-3.434,0.0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820.0,74.0
949,Rain On Me,"Lady Gaga, Ariana Grande",Top Songs of 2020: Australia,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,182200.0,72.0
